cumulative_distance,n_game_road_trip,win?
0,0,0
2550,1,0
3568,2,0
0,0,0
1202,1,0
0,0,0
1186,1,0
2807,2,1
5395,3,0
5516,4,0
0,0,1
854,1,0
2015,2,0
0,0,1
2138,1,0
3669,2,0
0,0,1
0,0,1
8,1,0
0,0,0
0,0,1
0,0,1
0,0,0
0,0,0
0,0,0
500,1,0
0,0,0
1152,1,1
0,0,0
0,0,0
1756,1,1
2087,2,0
3885,3,1
0,0,0
0,0,0
0,0,0
781,1,0
0,0,0
0,0,1
0,0,0
1202,1,0
2387,2,0
0,0,0
0,0,0
0,0,1
0,0,0
2208,1,0
2919,2,0
0,0,0
0,0,0
0,0,1
129,1,0
0,0,1
0,0,0
0,0,1
0,0,0
3938,1,0
5559,2,1
7770,3,1
10524,4,0
10524,5,0
11862,6,1
12988,7,0
14103,8,0
14644,9,0
0,0,0
0,0,1
1152,1,0
1534,2,0
0,0,0
0,0,1
0,0,1
1756,1,0
2087,2,0
3531,3,0
4182,4,0
0,0,0
328,1,0
859,2,0
1461,3,0
0,0,0
0,0,0
